age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
57,1,M,African-American,Male,16,12,1
55,0,F,Other,Male,0,0,1
36,1,F,Other,Female,7,7,1
30,1,M,African-American,Male,18,1,0
34,1,F,African-American,Male,0,33,0
24,0,F,African-American,Male,1,0,1
21,1,F,Other,Male,0,2,1
42,0,F,African-American,Male,7,0,1
34,1,F,Other,Female,12,3,0
30,0,M,Other,Male,3,2,1
40,0,F,Other,Male,6,0,1
30,1,F,Other,Male,13,1,0
31,1,M,Other,Male,3,0,1
27,0,M,Other,Male,1,31,1
22,1,F,Other,Male,0,0,1
37,0,M,African-American,Male,3,80,1
25,0,F,African-American,Male,1,0,1
45,0,F,Other,Male,2,7,1
22,1,F,Other,Male,1,17,1
31,0,F,Other,Male,1,0,1
23,0,F,African-American,Male,0,3,1
21,0,F,African-American,Male,0,2,1
28,1,M,African-American,Male,6,5,1
35,0,F,African-American,Male,0,0,1
29,1,F,African-American,Male,4,1,1
23,1,F,African-American,Male,2,1,1
28,1,F,African-American,Male,7,0,0
34,1,M,Other,Female,0,2,1
32,0,F,Other,Female,5,4,1
25,0,F,African-American,Male,2,1,1
34,0,F,Other,Male,15,1,1
47,1,F,African-American,Male,4,0,1
30,0,F,African-American,Female,4,1,1
22,1,M,Other,Male,0,0,1
47,1,F,African-American,Female,7,0,0
37,0,F,Other,Male,3,241,0
37,0,M,African-American,Male,8,1,1
26,1,F,African-American,Male,7,2,0
31,0,M,Other,Female,0,3,1
20,1,F,Other,Male,0,0,1
22,1,F,African-American,Male,0,50,1
33,1,F,African-American,Male,14,1,0
30,0,M,African-American,Male,1,0,1
27,1,F,Other,Male,5,6,1
24,1,M,African-American,Male,2,2,0
20,0,M,Other,Female,1,1,1
29,0,M,African-American,Male,0,1,1
24,0,F,Other,Male,0,2,1
36,0,F,African-American,Female,1,1,1
23,1,M,African-American,Male,0,0,1
21,1,F,African-American,Male,1,0,0
29,1,F,African-American,Male,6,1,1
25,1,F,Other,Male,10,7,0
22,0,F,Other,Female,1,0,1
29,0,M,African-American,Male,4,0,1
26,0,M,African-American,Female,0,6,0
50,1,M,Other,Female,7,7,1
32,0,F,African-American,Male,1,98,1
45,0,F,Other,Male,0,1,1
30,0,F,African-American,Male,1,83,1
25,0,F,African-American,Male,0,0,1
44,1,F,Other,Female,10,5,1
58,1,F,African-American,Male,0,1,1
24,0,F,African-American,Male,5,-1,1
20,1,F,African-American,Male,1,1,0
29,1,M,Other,Male,0,0,1
21,0,F,Other,Male,1,0,1
46,0,F,Other,Female,1,29,1
29,1,F,African-American,Male,17,15,0
30,1,F,African-American,Male,0,1,1
55,1,F,African-American,Male,8,2,1
47,0,M,Other,Male,2,27,1
30,1,F,African-American,Male,13,474,0
24,1,F,African-American,Male,4,1,1
45,1,F,Other,Male,0,1,1
26,0,M,African-American,Male,2,2,1
42,0,M,Other,Female,0,0,1
34,0,M,African-American,Male,1,2,1
21,1,M,African-American,Male,0,0,1
69,0,M,Other,Female,2,0,1
24,1,F,Other,Male,5,5,1
45,0,M,African-American,Male,1,0,1
25,1,M,African-American,Male,8,0,0
52,0,M,African-American,Male,2,10,1
30,0,F,Other,Male,0,0,1
26,0,M,Other,Female,0,0,1
34,1,F,Other,Male,0,1,1
38,1,M,African-American,Male,2,10,1
23,1,F,African-American,Male,4,0,1
30,0,M,Other,Male,0,0,1
22,0,F,African-American,Female,0,1,1
35,0,F,African-American,Male,6,0,1
24,1,F,African-American,Male,0,0,1
35,0,M,African-American,Male,1,64,1
25,0,F,African-American,Male,2,0,1
58,0,M,Other,Male,3,-1,1
27,1,F,African-American,Male,7,2,1
24,1,F,African-American,Male,6,45,0
33,0,M,Other,Male,2,0,1
44,0,F,Other,Male,4,1,1
30,0,F,African-American,Male,3,2,1
39,0,F,Other,Female,2,6,1
28,0,F,Other,Male,0,0,1
34,0,F,African-American,Male,1,1,1
26,1,F,African-American,Male,1,4,0
23,0,F,African-American,Male,0,2,1
29,1,F,Other,Male,11,49,0
31,0,M,African-American,Male,0,0,1
38,0,F,Other,Male,1,0,1
30,1,F,African-American,Male,14,64,0
21,1,F,Other,Male,2,77,1
44,0,F,African-American,Male,0,1,1
52,0,F,African-American,Male,0,1,1
30,1,F,African-American,Male,6,0,1
31,1,F,African-American,Male,9,0,0
21,0,F,African-American,Female,2,12,1
77,0,M,Other,Male,1,3,1
61,0,F,Other,Male,4,118,1
41,0,M,African-American,Female,0,0,1
24,0,M,Other,Female,0,1,1
34,0,F,African-American,Female,5,1,1
27,0,F,Other,Male,1,0,1
25,1,M,African-American,Male,6,0,1
30,0,F,African-American,Male,1,0,1
59,0,F,Other,Male,0,1,1
55,1,F,Other,Male,1,1,1
32,1,F,Other,Male,0,4,1
53,0,M,African-American,Male,5,2,1
50,0,M,Other,Male,1,0,1
26,1,F,Other,Male,1,2,1
21,1,F,Other,Male,2,1,1
36,1,F,African-American,Male,7,0,1
35,1,F,African-American,Male,16,191,0
25,0,M,Other,Female,0,1,1
31,0,M,Other,Female,2,117,1
26,0,F,African-American,Female,1,1,1
25,0,M,Other,Male,0,0,1
32,0,M,African-American,Male,0,0,1
40,0,F,Other,Male,5,0,1
35,0,F,African-American,Male,0,0,1
27,0,F,African-American,Male,2,3,1
33,1,F,African-American,Male,12,2,0
36,0,F,Other,Male,1,40,1
30,0,F,Other,Male,2,0,1
30,0,F,African-American,Male,0,3,1
41,0,F,African-American,Male,19,220,0
29,0,F,Other,Female,0,0,1
25,0,F,Other,Male,0,-1,1
50,0,F,Other,Male,0,2,1
35,0,F,Other,Male,4,169,1
37,1,F,African-American,Male,17,1,0
43,1,F,African-American,Male,4,25,1
29,1,M,Other,Male,12,39,1
61,0,F,Other,Female,0,1,1
22,1,F,African-American,Female,4,2,0
27,1,F,Other,Male,2,0,1
34,0,M,African-American,Female,1,15,1
24,0,F,Other,Male,0,0,1
20,1,M,African-American,Female,0,1,1
30,0,M,African-American,Male,0,0,1
43,0,M,African-American,Female,0,1,1
51,1,F,Other,Male,4,1,1
37,0,F,Other,Male,9,2,1
42,1,F,African-American,Male,7,1,0
29,0,F,Other,Female,1,1,1
24,0,M,Other,Female,0,0,1
36,0,F,Other,Male,12,13,1
39,1,F,Other,Male,0,2,1
32,0,M,African-American,Male,2,1,1
38,0,M,African-American,Male,0,-1,1
27,0,F,African-American,Female,8,3,1
30,1,F,Other,Female,0,2,1
43,1,M,Other,Female,0,1,1
30,1,M,African-American,Male,8,0,0
26,0,M,Other,Female,1,0,1
37,0,F,Other,Male,3,38,1
25,1,F,Other,Male,5,0,0
65,1,F,Other,Male,1,0,1
52,1,F,Other,Male,0,7,1
29,0,F,Other,Male,1,0,1
32,0,F,Other,Male,3,120,1
36,1,M,Other,Male,0,1,1
21,1,F,African-American,Male,8,243,0
21,0,F,Other,Male,1,1,1
47,1,M,Other,Male,13,66,1
36,0,F,African-American,Female,4,0,1
25,1,F,African-American,Female,6,12,1
32,1,M,Other,Male,4,1,1
43,0,F,Other,Male,1,1,1
27,0,F,African-American,Male,2,131,1
26,1,M,African-American,Male,8,26,1
21,0,F,African-American,Male,1,22,1
34,0,M,Other,Male,0,1,1
46,0,M,Other,Male,1,0,1
40,1,M,African-American,Male,23,31,1
38,0,M,Other,Male,3,1,1
41,0,F,African-American,Male,7,58,0
25,1,F,Other,Male,7,43,0
21,0,F,Other,Male,1,11,1
74,0,M,Other,Female,0,0,1
41,1,M,Other,Male,5,0,1
27,0,M,Other,Female,0,0,1
30,0,M,African-American,Male,1,1,1
33,1,F,Other,Female,3,1,1
24,0,M,Other,Male,2,0,1
52,0,F,Other,Male,0,0,1
29,0,M,Other,Female,0,-1,1
42,1,F,Other,Female,0,1,1
30,0,F,Other,Female,1,0,1
33,0,F,African-American,Male,0,45,1
38,0,F,Other,Male,1,4,1
21,1,F,African-American,Male,2,7,1
41,1,M,Other,Female,9,0,1
28,0,M,African-American,Female,5,2,0
52,0,F,African-American,Female,3,0,1
21,0,F,Other,Male,1,0,0
22,0,F,Other,Female,1,2,1
32,0,F,Other,Male,3,0,1
25,1,F,African-American,Male,0,90,1
27,0,M,African-American,Female,0,1,1
35,0,F,Other,Male,0,0,1
40,0,M,African-American,Male,2,0,1
29,0,F,Other,Female,0,47,1
24,1,M,African-American,Male,2,24,0
24,1,F,African-American,Male,10,0,0
36,1,F,Other,Male,26,117,0
26,0,F,Other,Male,5,0,1
50,0,F,Other,Male,1,9,1
21,1,F,African-American,Male,1,0,1
51,0,M,Other,Male,0,0,1
24,1,F,African-American,Male,2,0,1
29,0,M,African-American,Male,3,1,1
25,0,M,Other,Female,0,0,1
38,1,F,African-American,Male,0,0,1
46,0,F,Other,Male,1,10,1
33,1,M,African-American,Male,9,14,1
31,1,F,Other,Male,19,0,1
21,0,M,Other,Male,0,4,1
60,1,M,Other,Male,1,1,1
39,1,F,African-American,Female,3,0,1
35,0,F,African-American,Male,4,11,1
49,1,F,Other,Male,12,2,1
26,0,M,Other,Male,1,1,1
27,0,M,Other,Male,0,2,1
22,0,F,African-American,Male,2,0,1
29,1,F,African-American,Female,0,1,1
31,0,M,African-American,Male,0,1,0
31,1,F,Other,Male,5,37,1
29,0,F,Other,Female,0,0,1
65,0,F,Other,Female,0,0,1
34,0,M,Other,Female,1,3,1
24,0,F,Other,Male,6,7,0
46,0,M,African-American,Male,0,1,1
20,1,F,African-American,Male,0,-1,1
29,1,F,African-American,Male,16,33,0
29,0,F,African-American,Male,7,2,1
56,0,F,Other,Female,3,0,1
21,0,F,African-American,Male,0,1,1
40,1,F,African-American,Male,0,4,0
22,1,M,African-American,Male,2,54,0
39,0,M,Other,Male,0,1,1
22,1,F,African-American,Male,1,-1,0
27,1,F,Other,Female,5,1,1
36,0,F,Other,Male,1,0,1
30,0,F,African-American,Male,0,1,1
36,0,M,African-American,Male,0,1,1
32,0,F,African-American,Male,0,2,1
34,1,F,African-American,Female,5,25,0
23,0,M,Other,Male,0,0,1
52,0,M,Other,Male,0,0,1
20,1,F,Other,Male,1,13,0
38,0,M,African-American,Male,5,5,1
46,0,M,Other,Male,0,0,1
27,1,F,African-American,Male,0,9,1
20,1,F,African-American,Male,2,16,1
29,1,F,Other,Female,1,1,1
35,1,F,African-American,Female,7,2,1
37,1,M,Other,Male,1,1,1
63,0,F,Other,Male,0,0,1
27,1,F,African-American,Male,1,0,1
27,0,F,African-American,Male,0,3,1
24,1,M,African-American,Male,2,0,1
30,1,F,Other,Male,1,-1,1
25,1,F,Other,Male,4,33,0
27,0,M,African-American,Male,0,1,1
48,0,M,African-American,Female,0,9,1
26,0,M,African-American,Female,1,0,1
58,0,F,Other,Male,0,0,1
23,1,F,Other,Male,1,19,1
22,1,M,Other,Male,3,0,1
41,0,F,African-American,Male,0,3,1
21,0,F,African-American,Male,0,0,1
26,0,M,Other,Male,0,1,1
39,0,M,African-American,Female,3,2,1
46,0,M,Other,Male,0,0,1
33,1,F,Other,Male,7,116,0
36,1,F,African-American,Male,2,47,1
20,1,F,Other,Male,1,5,0
32,0,M,Other,Male,0,0,1
38,1,M,African-American,Male,17,1,1
64,0,M,Other,Male,1,0,1
22,1,F,African-American,Male,1,5,1
69,1,M,Other,Male,0,2,1
26,0,F,African-American,Male,2,0,1
27,1,M,African-American,Female,1,16,1
22,0,F,African-American,Male,2,1,0
43,0,F,Other,Female,0,0,1
55,0,M,Other,Female,0,0,1
34,0,M,Other,Male,0,76,1
20,0,F,African-American,Male,1,2,1
22,1,M,African-American,Male,1,1,1
33,1,F,Other,Male,9,49,0
55,0,F,Other,Male,7,0,0
22,0,F,African-American,Male,1,1,1
55,0,F,African-American,Male,1,9,1
43,1,F,Other,Female,0,1,1
21,1,F,African-American,Male,0,6,0
23,0,F,African-American,Male,0,0,1
28,0,M,Other,Female,1,0,1
45,0,F,Other,Male,0,1,1
39,0,F,African-American,Male,1,13,1
79,0,M,Other,Male,1,1,1
48,0,F,Other,Male,1,0,1
20,1,F,Other,Male,2,31,0
31,0,M,African-American,Male,5,0,0
30,1,M,Other,Male,4,0,1
32,1,F,African-American,Male,5,0,1
56,0,M,Other,Male,1,3,1
43,0,M,African-American,Male,2,2,1
20,0,F,Other,Male,0,0,1
27,1,F,African-American,Male,21,35,1
41,0,M,African-American,Male,0,3,1
24,0,F,Other,Male,1,1,1
43,1,M,African-American,Male,3,1,1
33,0,F,African-American,Female,1,1,1
22,0,F,African-American,Male,0,9,1
34,0,F,African-American,Male,3,1,1
36,0,M,Other,Male,0,0,1
69,0,F,Other,Male,0,0,1
32,1,F,Other,Male,5,0,1
22,1,F,African-American,Male,1,0,1
46,0,F,Other,Male,0,78,1
34,0,M,Other,Male,1,1,1
32,0,M,Other,Female,0,10,1
39,0,M,African-American,Male,0,0,1
25,1,M,African-American,Male,6,1,1
21,1,M,Other,Female,0,1,1
63,1,F,African-American,Male,9,1,1
24,1,F,Other,Male,8,0,1
29,0,M,Other,Male,2,1,1
20,1,F,African-American,Male,3,-1,0
40,0,M,Other,Female,0,2,1
30,1,F,African-American,Male,7,0,0
50,0,F,Other,Male,5,5,1
37,1,M,African-American,Male,4,75,1
34,0,F,African-American,Male,1,-1,1
35,0,F,Other,Female,0,1,1
31,1,M,African-American,Female,1,1,1
23,0,F,Other,Male,10,70,1
22,1,F,Other,Male,0,32,1
37,1,F,Other,Male,2,4,1
20,0,F,Other,Male,0,0,1
26,0,F,Other,Male,2,0,1
34,1,F,African-American,Male,12,11,0
59,1,M,Other,Male,2,0,1
37,0,M,Other,Male,2,12,1
38,1,F,Other,Male,0,0,1
45,1,F,Other,Male,1,5,1
22,0,F,African-American,Male,1,36,0
24,1,F,African-American,Male,3,35,0
25,0,F,African-American,Male,5,36,1
24,1,F,African-American,Male,6,1,1
20,1,M,African-American,Male,1,1,1
32,1,F,Other,Female,2,0,1
49,1,F,African-American,Male,3,0,0
31,1,F,Other,Male,11,0,1
58,1,F,Other,Male,7,185,1
50,0,M,Other,Male,2,0,1
26,1,F,African-American,Male,11,1,1
20,0,F,African-American,Male,1,2,1
51,1,M,Other,Male,1,1,1
30,0,M,African-American,Male,2,18,1
39,0,M,Other,Male,0,3,1
26,0,F,African-American,Male,2,33,1
20,0,M,Other,Male,0,0,1
26,0,F,Other,Female,0,0,1
26,0,F,African-American,Male,5,2,1
20,0,F,Other,Male,0,1,1
28,1,F,African-American,Male,0,15,1
23,1,M,African-American,Male,1,0,1
21,0,M,African-American,Female,0,0,1
25,1,F,Other,Male,0,1,0
30,0,F,Other,Male,0,1,1
21,1,F,Other,Male,2,0,0
20,1,F,Other,Male,1,40,1
24,1,F,Other,Male,5,18,1
35,1,F,African-American,Male,22,2,0
27,1,F,Other,Female,0,2,1
50,1,F,Other,Male,2,9,1
25,0,M,African-American,Male,5,1,0
31,1,M,African-American,Male,12,40,0
26,0,F,African-American,Male,0,1,0
22,0,F,African-American,Male,0,1,1
29,0,F,African-American,Male,0,0,1
33,1,F,Other,Male,2,0,1
52,0,F,Other,Male,1,0,1
37,1,M,Other,Male,0,0,1
21,0,F,African-American,Male,0,0,1
21,0,F,Other,Male,1,-1,0
20,1,F,Other,Female,0,2,0
43,1,M,Other,Male,1,0,1
30,1,F,Other,Male,1,1,1
33,1,M,African-American,Female,3,4,1
24,0,F,African-American,Male,3,93,1
52,1,M,Other,Female,0,0,1
30,1,F,African-American,Female,11,6,1
30,0,M,Other,Female,0,0,1
47,1,F,African-American,Male,13,0,1
41,0,M,African-American,Male,9,2,0
21,1,F,Other,Male,4,0,0
48,0,F,Other,Male,6,5,1
52,1,F,African-American,Male,2,33,0
34,0,M,African-American,Female,1,1,1
35,1,F,Other,Male,0,1,1
25,1,F,Other,Male,1,1,1
24,1,F,African-American,Male,1,0,1
25,0,M,African-American,Male,1,0,1
34,1,F,African-American,Male,20,26,0
25,1,F,African-American,Male,2,0,1
24,1,F,Other,Male,4,0,1
56,0,F,Other,Male,6,0,1
23,0,F,African-American,Male,0,0,1
21,0,M,Other,Male,0,1,1
66,0,M,Other,Male,0,1,1
28,0,M,African-American,Male,7,0,1
29,0,M,Other,Male,0,-1,1
22,1,F,Other,Male,3,2,1
39,0,F,Other,Male,0,1,1
33,1,M,African-American,Male,9,1,0
29,1,F,Other,Male,2,0,1
31,0,F,Other,Male,1,1,1
22,0,M,African-American,Male,0,53,0
22,0,M,Other,Female,0,0,1
35,0,F,Other,Male,3,1,1
29,1,F,Other,Male,3,1,1
56,0,F,Other,Male,1,0,1
34,0,F,African-American,Female,0,0,1
23,1,F,African-American,Male,1,3,1
27,1,F,African-American,Male,1,0,1
43,0,F,Other,Male,2,0,1
38,0,F,Other,Male,0,0,1
39,0,F,Other,Male,3,0,1
24,1,F,African-American,Male,1,0,1
26,0,M,African-American,Male,2,-1,1
55,0,M,Other,Female,0,1,1
35,1,F,African-American,Male,1,0,1
61,0,F,African-American,Male,25,1,1
33,0,M,Other,Male,0,10,1
40,0,F,Other,Male,4,1,1
33,0,F,African-American,Male,3,0,1
26,1,F,Other,Male,0,1,1
32,1,F,Other,Male,15,90,0
28,0,F,African-American,Male,0,0,1
45,0,M,Other,Male,0,1,1
30,1,F,Other,Male,0,37,0
57,0,F,Other,Female,4,257,1
26,1,F,African-American,Male,3,47,1
35,0,F,African-American,Male,1,0,0
54,0,F,Other,Male,0,2,1
29,0,F,African-American,Female,0,2,1
40,0,M,Other,Female,0,1,1
28,1,F,Other,Male,1,1,1
25,0,M,African-American,Female,0,0,1
44,0,M,African-American,Male,3,2,1
23,1,F,Other,Male,4,0,1
29,0,F,African-American,Male,0,72,1
56,0,M,Other,Male,0,0,1
27,0,M,African-American,Female,0,1,1
29,0,M,Other,Female,0,0,1
34,0,M,Other,Female,4,0,1
22,0,F,African-American,Female,0,-1,1
40,1,F,Other,Male,5,0,1
31,0,F,Other,Male,0,2,1
47,0,F,African-American,Male,3,1,1
24,1,F,African-American,Male,8,49,1
39,0,F,African-American,Male,4,118,0
29,1,F,African-American,Male,10,0,1
30,0,F,Other,Male,2,6,1
26,1,F,African-American,Female,4,0,0
61,0,M,African-American,Male,2,0,0
37,0,M,Other,Male,3,0,1
38,1,F,Other,Male,1,1,1
30,0,M,African-American,Male,0,1,0
20,1,M,African-American,Male,0,0,1
56,1,F,African-American,Male,22,71,0
50,1,F,Other,Female,3,0,1
47,0,F,Other,Male,0,2,1
30,1,F,African-American,Male,10,0,1
59,0,M,African-American,Male,1,62,1
20,1,F,African-American,Male,1,187,0
23,1,M,Other,Male,4,2,0
28,1,F,Other,Female,2,0,1
50,1,F,Other,Male,3,33,0
35,1,M,Other,Male,3,0,1
22,1,F,African-American,Male,1,5,0
41,0,F,Other,Female,0,1,1
22,0,F,African-American,Male,0,2,1
61,1,F,African-American,Male,8,0,1
26,0,F,African-American,Male,5,0,1
44,0,F,Other,Male,1,1,1
34,1,M,African-American,Female,0,1,1
29,1,F,Other,Male,1,0,1
29,0,M,African-American,Male,8,5,0
48,1,F,African-American,Male,5,0,1
31,0,M,African-American,Female,0,4,1
21,0,F,Other,Male,2,0,1
34,0,F,Other,Male,4,0,1
54,0,F,African-American,Male,21,0,1
20,0,F,Other,Male,4,0,0
31,1,F,Other,Male,1,36,1
22,0,M,Other,Male,0,0,1
36,0,M,African-American,Male,6,0,1
34,1,F,African-American,Male,9,0,1
50,0,M,African-American,Male,15,1,0
47,1,F,Other,Male,22,3,0
49,0,M,Other,Female,0,1,1
31,0,M,African-American,Male,1,1,1
49,1,F,African-American,Male,10,9,1
21,0,F,African-American,Male,2,36,0
26,1,F,African-American,Female,5,1,1
29,0,F,Other,Male,0,1,1
61,0,F,Other,Male,0,0,1
25,1,F,Other,Female,2,0,0
38,0,F,Other,Male,5,1,1
35,0,M,Other,Male,2,0,1
55,1,F,Other,Male,8,6,1
32,1,F,African-American,Male,4,44,1
29,0,F,Other,Male,1,2,1
46,0,F,Other,Male,0,0,1
53,0,M,Other,Male,1,0,1
27,1,F,Other,Female,1,25,1
29,0,F,Other,Male,4,0,0
26,1,F,Other,Male,0,2,1
23,1,M,African-American,Male,3,0,1
43,1,M,Other,Male,3,2,1
24,0,M,Other,Male,1,1,1
33,1,F,African-American,Male,18,1,0
32,1,M,African-American,Male,1,21,1
38,1,F,African-American,Female,7,39,0
40,0,F,African-American,Male,20,1,1
36,0,M,African-American,Female,1,0,1
34,1,F,African-American,Male,16,1,0
41,1,M,Other,Male,1,2,1
57,0,F,Other,Male,7,151,1
26,0,F,African-American,Male,1,1,1
45,1,F,African-American,Male,0,0,1
26,0,F,African-American,Male,2,7,1
48,0,F,Other,Female,0,1,1
52,0,M,Other,Male,7,0,1
22,1,F,Other,Male,2,31,1
43,0,M,African-American,Female,0,1,1
24,0,F,Other,Male,3,35,1
27,1,F,African-American,Male,11,5,1
23,0,F,Other,Male,2,22,0
28,1,F,African-American,Male,2,0,1
21,0,F,African-American,Male,0,0,1
33,1,M,African-American,Male,5,1,0
25,1,F,African-American,Male,1,1,0
36,1,F,African-American,Male,17,15,0
25,0,F,Other,Female,0,0,1
46,0,M,Other,Male,0,0,1
24,0,F,African-American,Female,0,2,1
28,1,F,African-American,Male,4,5,1
28,1,M,African-American,Male,12,1,1
23,1,M,African-American,Male,0,1,1
24,0,M,Other,Male,0,0,1
40,0,M,Other,Male,0,-1,1
36,0,M,Other,Male,1,0,1
50,1,M,Other,Male,1,40,1
24,0,M,Other,Male,0,0,1
55,0,F,African-American,Female,2,1,1
22,1,F,African-American,Male,0,2,1
38,0,F,African-American,Male,14,56,1
31,0,F,African-American,Male,1,1,1
30,0,F,African-American,Female,3,0,1
37,1,F,African-American,Male,16,2,0
41,0,M,Other,Female,1,29,1
20,1,F,African-American,Male,0,0,1
21,1,M,Other,Male,0,0,1
22,0,M,Other,Male,1,8,1
38,0,M,African-American,Male,7,197,1
31,0,F,African-American,Male,0,8,1
28,0,F,Other,Male,0,53,1
21,1,F,Other,Male,2,2,1
39,0,F,African-American,Male,1,0,0
34,1,F,African-American,Male,22,1,1
45,0,M,Other,Male,0,1,1
24,1,M,African-American,Male,0,15,0
27,1,F,African-American,Male,9,0,1
30,0,F,Other,Male,0,0,1
43,0,F,African-American,Male,2,0,1
26,0,F,African-American,Male,1,0,1
32,0,F,African-American,Male,7,5,1
57,0,F,Other,Female,2,0,1
40,0,M,Other,Female,0,0,1
33,1,F,Other,Male,6,152,1
30,1,F,African-American,Male,2,1,1
29,0,M,Other,Male,1,11,0
36,0,M,African-American,Male,2,0,1
35,1,F,African-American,Male,6,0,0
49,0,M,Other,Male,0,1,1
26,1,F,Other,Male,5,-1,0
21,1,F,African-American,Male,2,8,1
49,1,F,African-American,Male,29,0,1
37,1,M,African-American,Female,23,-1,0
33,0,M,Other,Male,0,0,1
29,1,F,African-American,Male,3,-1,1
25,1,F,African-American,Male,1,0,1
20,1,F,African-American,Male,2,33,0
55,0,F,African-American,Male,5,300,1
26,0,M,Other,Male,0,1,1
52,0,F,Other,Female,6,6,1
52,1,F,African-American,Male,16,0,0
27,1,F,Other,Male,1,2,1
60,0,M,Other,Male,2,10,1
44,0,M,Other,Male,0,2,1
30,0,F,Other,Male,1,17,1
25,0,M,African-American,Female,2,0,1
20,1,F,Other,Female,4,2,0
28,1,F,Other,Male,3,37,1
22,0,F,Other,Male,1,11,1
24,1,F,Other,Male,1,0,0
28,0,F,African-American,Female,0,191,1
35,1,F,African-American,Male,10,22,1
30,0,M,Other,Male,0,0,1
22,1,F,African-American,Male,0,7,1
39,0,F,African-American,Male,9,0,1
46,0,F,Other,Female,1,0,1
47,0,M,Other,Male,3,3,1
26,0,M,African-American,Male,5,323,1
23,0,F,African-American,Female,0,25,1
52,1,F,African-American,Female,0,0,1
22,1,M,African-American,Female,0,0,1
54,0,F,Other,Male,0,2,1
50,0,M,African-American,Male,2,30,1
20,1,F,African-American,Male,2,1,1
25,0,F,Other,Male,1,0,1
46,0,F,Other,Female,0,0,1
22,0,M,Other,Male,0,1,1
38,1,F,Other,Male,10,-1,1
36,1,F,Other,Female,9,0,1
34,1,F,African-American,Female,5,9,1
18,1,F,African-American,Male,4,23,1
26,1,F,Other,Female,3,1,1
23,0,F,Other,Female,0,11,1
32,1,M,Other,Female,8,7,1
44,1,M,Other,Male,1,0,1
53,1,F,Other,Male,9,117,1
27,1,F,African-American,Male,4,0,1
25,0,F,Other,Male,2,0,1
19,1,F,Other,Male,1,8,0
53,0,F,Other,Male,0,11,1
39,0,M,African-American,Male,0,0,1
37,1,F,Other,Male,2,51,1
27,1,F,African-American,Male,6,0,0
21,1,F,African-American,Female,2,1,0
24,0,F,African-American,Female,7,1,0
33,0,M,Other,Male,0,1,1
24,0,M,Other,Female,1,0,1
46,0,F,Other,Male,1,0,1
32,0,F,Other,Male,7,1,1
24,0,F,Other,Male,2,9,1
38,0,F,Other,Female,0,2,1
30,1,F,African-American,Male,13,2,0
26,1,M,African-American,Male,27,10,0
57,0,F,Other,Male,2,9,1
43,0,F,Other,Male,0,2,1
22,0,M,African-American,Male,0,0,1
28,1,M,African-American,Female,9,12,0
51,0,F,Other,Male,3,6,1
41,0,F,Other,Male,3,1,1
24,0,F,Other,Male,1,1,1
48,1,F,African-American,Male,3,1,1
26,1,M,Other,Male,0,1,1
31,1,F,African-American,Male,6,0,1
27,0,M,African-American,Male,6,1,0
25,0,M,African-American,Male,0,0,1
56,0,M,Other,Male,3,0,1
29,0,M,African-American,Female,1,1,1
30,1,F,Other,Female,3,0,1
21,0,F,African-American,Male,0,2,0
22,1,F,Other,Male,1,0,1
28,0,M,African-American,Female,0,0,1
35,0,F,African-American,Male,2,-1,1
23,0,F,Other,Male,0,1,1
48,0,F,African-American,Male,4,0,0
22,1,M,Other,Male,4,2,0
37,0,F,African-American,Male,2,169,0
33,0,F,African-American,Male,0,0,1
23,1,F,African-American,Male,5,1,1
22,1,M,African-American,Male,0,0,1
24,0,F,African-American,Male,0,0,1
44,0,M,African-American,Male,2,5,1
26,0,M,African-American,Female,0,0,1
29,0,F,African-American,Male,2,1,1
26,0,F,Other,Male,0,0,1
30,0,M,Other,Male,1,0,1
23,1,F,African-American,Male,1,3,1
42,0,F,Other,Male,1,1,1
28,1,F,African-American,Female,0,2,1
20,0,F,African-American,Male,0,11,1
24,0,M,Other,Female,7,1,1
36,1,F,Other,Female,6,0,1
37,1,F,African-American,Male,6,0,1
21,0,F,African-American,Female,1,4,0
27,1,F,African-American,Male,8,25,1
26,1,F,African-American,Male,2,0,1
42,0,M,Other,Male,0,6,1
23,1,F,African-American,Male,8,2,0
55,0,M,Other,Female,0,0,1
24,1,F,Other,Male,1,3,1
23,0,M,African-American,Male,0,0,1
64,0,F,African-American,Female,0,4,1
48,0,M,Other,Male,0,1,1
39,1,F,African-American,Female,0,57,1
30,0,M,Other,Male,0,0,1
22,0,M,African-American,Female,1,-1,1
20,1,F,African-American,Male,2,58,1
21,1,F,African-American,Male,0,4,1
24,0,F,Other,Male,0,0,1
30,0,M,African-American,Male,3,206,1
51,1,F,African-American,Male,12,151,0
21,1,F,African-American,Male,1,1,0
31,0,F,African-American,Male,1,0,0
23,1,M,African-American,Male,2,3,1
23,0,M,Other,Male,0,1,1
32,1,F,African-American,Male,4,1,1
28,1,F,African-American,Male,11,2,1
24,0,F,African-American,Male,0,1,1
19,1,F,African-American,Female,1,2,1
31,0,M,Other,Male,1,0,1
29,1,F,African-American,Male,3,0,1
41,1,F,African-American,Male,6,39,1
28,1,M,African-American,Male,4,34,1
29,1,F,Other,Male,6,0,1
49,0,F,Other,Male,0,1,1
42,0,M,Other,Male,0,-1,1
38,0,M,African-American,Male,4,0,1
22,1,F,African-American,Male,3,16,1
46,1,M,Other,Male,0,37,1
38,1,F,African-American,Male,0,1,1
36,0,F,African-American,Male,0,0,1
22,1,F,Other,Male,6,0,0
